FORM_ID,ORDEM,SECAO,TIPO,TITULO,DESCRICAO,OBRIGATORIA,OPCOES_JSON,LINHAS_JSON,COLUNAS_JSON,ESCALA_MIN,ESCALA_MAX,ROTULO_MIN,ROTULO_MAX,RESPOSTAS_CORRETAS_JSON,PONTOS,FEEDBACK_CORRETO,FEEDBACK_INCORRETO,MOSTRAR_OUTRA_OPCAO,NAVEGACAO_JSON
FORM-2026-0004,1,,TEXT,Nome completo,Identificação para vínculo clínico.,TRUE,,,,,,,,,,,,FALSE,
FORM-2026-0004,2,,DATE,Data de nascimento,,TRUE,,,,,,,,,,,,FALSE,
FORM-2026-0004,3,,DATE,Data de aplicação do rastreio,,TRUE,,,,,,,,,,,,FALSE,
FORM-2026-0004,4,,MULTIPLE_CHOICE,1. Sinto medo de ser observada e avaliada negativamente ao me expor.,,TRUE,"[""0"",""1"",""2"",""3""]",,,,,,,,,,FALSE,
FORM-2026-0004,5,,MULTIPLE_CHOICE,2. Evito apresentações ou reuniões onde posso ser foco de atenção.,,TRUE,"[""0"",""1"",""2"",""3""]",,,,,,,,,,FALSE,
FORM-2026-0004,6,,MULTIPLE_CHOICE,3. Meu corpo responde com sintomas físicos intensos ao me apresentar.,,TRUE,"[""0"",""1"",""2"",""3""]",,,,,,,,,,FALSE,
FORM-2026-0004,7,,MULTIPLE_CHOICE,4. Me preocupo por dias antes de uma situação de exposição pública.,,TRUE,"[""0"",""1"",""2"",""3""]",,,,,,,,,,FALSE,
FORM-2026-0004,8,,MULTIPLE_CHOICE,"5. Após uma apresentação, passo muito tempo analisando meu desempenho negativamente.",,TRUE,"[""0"",""1"",""2"",""3""]",,,,,,,,,,FALSE,
FORM-2026-0004,9,,MULTIPLE_CHOICE,"6. Acredito que, se eu errar em público, serei rejeitada ou ridicularizada.",,TRUE,"[""0"",""1"",""2"",""3""]",,,,,,,,,,FALSE,
FORM-2026-0004,10,,MULTIPLE_CHOICE,7. Já declinei oportunidades profissionais por medo de falar em público.,,TRUE,"[""0"",""1"",""2"",""3""]",,,,,,,,,,FALSE,
FORM-2026-0004,11,,MULTIPLE_CHOICE,8. Isso vem acontecendo há mais de 6 meses.,,TRUE,"[""0"",""1"",""2"",""3""]",,,,,,,,,,FALSE,
FORM-2026-0004,12,,MULTIPLE_CHOICE,9. Esse medo atrapalha meu desempenho no trabalho.,,TRUE,"[""0"",""1"",""2"",""3""]",,,,,,,,,,FALSE,
FORM-2026-0004,13,,MULTIPLE_CHOICE,10. Sinto que todos estão atentos aos meus erros quando me exponho.,,TRUE,"[""0"",""1"",""2"",""3""]",,,,,,,,,,FALSE,
